,_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
7153,6952,2012Q1,S92000003,d,S08000031,Urological,,92,,90,
7154,6953,2012Q1,S92000003,d,S08000032,Breast,,56,,56,
7155,6954,2012Q1,S92000003,d,S08000032,Cervical,,3,,2,
7156,6955,2012Q1,S92000003,d,S08000032,Colorectal,,44,,43,
7157,6956,2012Q1,S92000003,d,S08000032,Head & Neck,,4,,4,
7158,6957,2012Q1,S92000003,d,S08000032,Lung,,32,,32,
7159,6958,2012Q1,S92000003,d,S08000032,Lymphoma,,4,,4,
7160,6959,2012Q1,S92000003,d,S08000032,Melanoma,,13,,13,
7161,6960,2012Q1,S92000003,d,S08000032,Ovarian,,2,,2,
7162,6961,2012Q1,S92000003,d,S08000032,Upper GI,,23,,22,
7163,6962,2012Q1,S92000003,d,S08000032,Urological,,41,,38,
7164,6963,2012Q1,S92000003,d,SB0801,Lung,,25,,23,
7165,6964,2012Q1,S92000003,d,SB0801,Upper GI,,1,,1,
7166,6965,2012Q2,S92000003,d,S08000015,Breast,,70,,70,
7167,6966,2012Q2,S92000003,d,S08000015,Cervical,,3,,3,
7168,6967,2012Q2,S92000003,d,S08000015,Colorectal,,32,,30,
7169,6968,2012Q2,S92000003,d,S08000015,Head & Neck,,4,,4,
7170,6969,2012Q2,S92000003,d,S08000015,Lung,,41,,40,
7171,6970,2012Q2,S92000003,d,S08000015,Lymphoma,,5,,5,
7172,6971,2012Q2,S92000003,d,S08000015,Ovarian,,7,,7,
7173,6972,2012Q2,S92000003,d,S08000015,Upper GI,,22,,21,
7174,6973,2012Q2,S92000003,d,S08000015,Urological,,19,,17,
7175,6974,2012Q2,S92000003,d,S08000016,Breast,,11,,11,
7176,6975,2012Q2,S92000003,d,S08000016,Cervical,,1,,1,
7177,6976,2012Q2,S92000003,d,S08000016,Colorectal,,12,,12,
7178,6977,2012Q2,S92000003,d,S08000016,Head & Neck,,1,,1,
7179,6978,2012Q2,S92000003,d,S08000016,Lung,,8,,8,
7180,6979,2012Q2,S92000003,d,S08000016,Lymphoma,,3,,3,
7181,6980,2012Q2,S92000003,d,S08000016,Melanoma,,6,,6,
7182,6981,2012Q2,S92000003,d,S08000016,Ovarian,,3,,3,
7183,6982,2012Q2,S92000003,d,S08000016,Upper GI,,7,,7,
7184,6983,2012Q2,S92000003,d,S08000016,Urological,,15,,15,
7185,6984,2012Q2,S92000003,d,S08000017,Breast,,11,,11,
7186,6985,2012Q2,S92000003,d,S08000017,Colorectal,,18,,18,
7187,6986,2012Q2,S92000003,d,S08000017,Head & Neck,,1,,1,
7188,6987,2012Q2,S92000003,d,S08000017,Lung,,19,,19,
7189,6988,2012Q2,S92000003,d,S08000017,Lymphoma,,3,,3,
7190,6989,2012Q2,S92000003,d,S08000017,Melanoma,,3,,3,
7191,6990,2012Q2,S92000003,d,S08000017,Ovarian,,1,,1,
7192,6991,2012Q2,S92000003,d,S08000017,Upper GI,,6,,6,
7193,6992,2012Q2,S92000003,d,S08000017,Urological,,10,,9,
7194,6993,2012Q2,S92000003,d,S08000019,Breast,,50,,47,
7195,6994,2012Q2,S92000003,d,S08000019,Cervical,,1,,1,
7196,6995,2012Q2,S92000003,d,S08000019,Colorectal,,35,,32,
7197,6996,2012Q2,S92000003,d,S08000019,Head & Neck,,4,,4,
7198,6997,2012Q2,S92000003,d,S08000019,Lung,,20,,20,
7199,6998,2012Q2,S92000003,d,S08000019,Lymphoma,,5,,5,
7200,6999,2012Q2,S92000003,d,S08000019,Melanoma,,6,,5,
7201,7000,2012Q2,S92000003,d,S08000019,Ovarian,,1,,1,
7202,10001,2018Q3,S92000003,d,S08000031,Colorectal,,145,,90,
7203,10002,2018Q3,S92000003,d,S08000031,Head & Neck,,55,,44,
7204,10003,2018Q3,S92000003,d,S08000031,Lung,,149,,132,
7205,10004,2018Q3,S92000003,d,S08000031,Lymphoma,,39,,35,
7206,10005,2018Q3,S92000003,d,S08000031,Melanoma,,47,,47,
7207,7027,2012Q2,S92000003,d,S08000024,Lung,,114,,100,
7208,7028,2012Q2,S92000003,d,S08000024,Lymphoma,,19,,19,
7209,7029,2012Q2,S92000003,d,S08000024,Melanoma,,25,,25,
7210,7030,2012Q2,S92000003,d,S08000024,Ovarian,,22,,22,
7211,7031,2012Q2,S92000003,d,S08000024,Upper GI,,69,,67,
7212,7032,2012Q2,S92000003,d,S08000024,Urological,,77,,63,
7213,7033,2012Q2,S92000003,d,S08000025,Breast,,1,,1,
7214,7034,2012Q2,S92000003,d,S08000025,Upper GI,,2,,2,
7215,7035,2012Q2,S92000003,d,S08000026,Breast,,1,,1,
7216,7036,2012Q2,S92000003,d,S08000026,Lymphoma,,1,,1,
7217,7037,2012Q2,S92000003,d,S08000026,Melanoma,,1,,1,
7218,7038,2012Q2,S92000003,d,S08000026,Urological,,3,,3,
7219,7039,2012Q2,S92000003,d,S08000028,Colorectal,,4,,4,
7220,7040,2012Q2,S92000003,d,S08000028,Head & Neck,,1,,1,
7221,7041,2012Q2,S92000003,d,S08000028,Lung,,1,,1,
7222,7042,2012Q2,S92000003,d,S08000028,Ovarian,,1,,1,
7223,7043,2012Q2,S92000003,d,S08000029,Breast,,23,,23,
7224,7044,2012Q2,S92000003,d,S08000029,Colorectal,,25,,20,
7225,7045,2012Q2,S92000003,d,S08000029,Head & Neck,,1,,1,
7226,7046,2012Q2,S92000003,d,S08000029,Lung,,29,,28,
7227,7047,2012Q2,S92000003,d,S08000029,Lymphoma,,3,,3,
7228,7048,2012Q2,S92000003,d,S08000029,Melanoma,,3,,3,
7229,7049,2012Q2,S92000003,d,S08000029,Ovarian,,2,,2,
7230,7050,2012Q2,S92000003,d,S08000029,Upper GI,,15,,15,
7231,7051,2012Q2,S92000003,d,S08000029,Urological,,25,,23,
7232,7052,2012Q2,S92000003,d,S08000030,Breast,,69,,69,
7233,7053,2012Q2,S92000003,d,S08000030,Cervical,,2,,2,
7234,7054,2012Q2,S92000003,d,S08000030,Colorectal,,29,,25,
7235,7055,2012Q2,S92000003,d,S08000030,Head & Neck,,7,,7,
7236,7056,2012Q2,S92000003,d,S08000030,Lung,,45,,45,
7237,7057,2012Q2,S92000003,d,S08000030,Lymphoma,,1,,1,
7238,7058,2012Q2,S92000003,d,S08000030,Melanoma,,7,,7,
7239,7059,2012Q2,S92000003,d,S08000030,Ovarian,,4,,4,
7240,7060,2012Q2,S92000003,d,S08000030,Upper GI,,28,,28,
7241,7061,2012Q2,S92000003,d,S08000030,Urological,,29,,26,
7242,7062,2012Q2,S92000003,d,S08000031,Breast,,228,,227,
7243,7063,2012Q2,S92000003,d,S08000031,Cervical,,5,,5,
7244,7064,2012Q2,S92000003,d,S08000031,Colorectal,,114,,101,
7245,7065,2012Q2,S92000003,d,S08000031,Head & Neck,,50,,48,
7246,7066,2012Q2,S92000003,d,S08000031,Lung,,181,,177,
7247,7067,2012Q2,S92000003,d,S08000031,Lymphoma,,16,,16,
7248,7068,2012Q2,S92000003,d,S08000031,Melanoma,,46,,44,
7249,7069,2012Q2,S92000003,d,S08000031,Ovarian,,12,,12,
7250,7070,2012Q2,S92000003,d,S08000031,Upper GI,,85,,79,
7251,7071,2012Q2,S92000003,d,S08000031,Urological,,109,,102,
7252,7072,2012Q2,S92000003,d,S08000032,Breast,,66,,66,
7253,7073,2012Q2,S92000003,d,S08000032,Cervical,,1,,1,
7254,7074,2012Q2,S92000003,d,S08000032,Colorectal,,48,,44,
7255,7075,2012Q2,S92000003,d,S08000032,Head & Neck,,10,,10,
7256,7076,2012Q2,S92000003,d,S08000032,Lung,,50,,50,
7257,7077,2012Q2,S92000003,d,S08000032,Lymphoma,,8,,8,
7258,7078,2012Q2,S92000003,d,S08000032,Melanoma,,10,,10,
7259,7079,2012Q2,S92000003,d,S08000032,Ovarian,,1,,1,
7260,7080,2012Q2,S92000003,d,S08000032,Upper GI,,24,,24,
7261,7081,2012Q2,S92000003,d,S08000032,Urological,,31,,29,
7262,7082,2012Q2,S92000003,d,SB0801,Lung,,37,,32,
7263,7083,2012Q2,S92000003,d,SB0801,Urological,,1,,1,
7264,7084,2012Q3,S92000003,d,S08000015,Breast,,79,,79,
7265,7085,2012Q3,S92000003,d,S08000015,Cervical,,5,,4,
7266,7086,2012Q3,S92000003,d,S08000015,Colorectal,,26,,22,
7267,7087,2012Q3,S92000003,d,S08000015,Head & Neck,,3,,3,
7268,7088,2012Q3,S92000003,d,S08000015,Lung,,33,,33,
7269,7089,2012Q3,S92000003,d,S08000015,Lymphoma,,5,,5,
7270,7090,2012Q3,S92000003,d,S08000015,Melanoma,,7,,7,
7271,7091,2012Q3,S92000003,d,S08000015,Ovarian,,6,,6,
7272,7092,2012Q3,S92000003,d,S08000015,Upper GI,,17,,17,
7273,7093,2012Q3,S92000003,d,S08000015,Urological,,20,,19,
7274,7094,2012Q3,S92000003,d,S08000016,Breast,,11,,11,
7275,7095,2012Q3,S92000003,d,S08000016,Colorectal,,12,,12,
7276,7096,2012Q3,S92000003,d,S08000016,Head & Neck,,2,,2,
7277,7097,2012Q3,S92000003,d,S08000016,Lung,,8,,8,
7278,7098,2012Q3,S92000003,d,S08000016,Lymphoma,,6,,6,
7279,7099,2012Q3,S92000003,d,S08000016,Ovarian,,3,,3,
7280,7100,2012Q3,S92000003,d,S08000016,Upper GI,,6,,6,
7281,7101,2012Q3,S92000003,d,S08000016,Urological,,18,,18,
7282,7102,2012Q3,S92000003,d,S08000017,Breast,,25,,25,
7283,7103,2012Q3,S92000003,d,S08000017,Cervical,,1,,1,
7284,7104,2012Q3,S92000003,d,S08000017,Colorectal,,22,,21,
7285,7105,2012Q3,S92000003,d,S08000017,Head & Neck,,1,,1,
7286,7106,2012Q3,S92000003,d,S08000017,Lung,,8,,7,
7287,7107,2012Q3,S92000003,d,S08000017,Lymphoma,,5,,5,
7288,7108,2012Q3,S92000003,d,S08000017,Melanoma,,7,,7,
7289,7109,2012Q3,S92000003,d,S08000017,Ovarian,,2,,2,
7290,7110,2012Q3,S92000003,d,S08000017,Upper GI,,12,,12,
7291,7111,2012Q3,S92000003,d,S08000017,Urological,,22,,21,
7292,7112,2012Q3,S92000003,d,S08000019,Breast,,33,,32,
7293,7113,2012Q3,S92000003,d,S08000019,Cervical,,1,,1,
7294,7114,2012Q3,S92000003,d,S08000019,Colorectal,,18,,16,
7295,13122,2020Q4,S08000016,,S08000016,Urological,,7,,6,
7296,7115,2012Q3,S92000003,d,S08000019,Head & Neck,,6,,6,
7297,7116,2012Q3,S92000003,d,S08000019,Lung,,31,,31,
7298,7117,2012Q3,S92000003,d,S08000019,Lymphoma,,4,,4,
7299,7118,2012Q3,S92000003,d,S08000019,Melanoma,,8,,8,
7300,7119,2012Q3,S92000003,d,S08000019,Ovarian,,1,,1,
7301,7120,2012Q3,S92000003,d,S08000019,Upper GI,,25,,25,
7302,7121,2012Q3,S92000003,d,S08000019,Urological,,29,,25,
7303,7122,2012Q3,S92000003,d,S08000020,Breast,,86,,85,
7304,7123,2012Q3,S92000003,d,S08000020,Cervical,,5,,5,
7305,7124,2012Q3,S92000003,d,S08000020,Colorectal,,63,,46,
7306,7125,2012Q3,S92000003,d,S08000020,Head & Neck,,8,,7,
7307,7126,2012Q3,S92000003,d,S08000020,Lung,,69,,62,
7308,7127,2012Q3,S92000003,d,S08000020,Lymphoma,,11,,7,
7309,7128,2012Q3,S92000003,d,S08000020,Melanoma,,9,,9,
7310,7129,2012Q3,S92000003,d,S08000020,Ovarian,,4,,4,
7311,7130,2012Q3,S92000003,d,S08000020,Upper GI,,25,,23,
7312,7131,2012Q3,S92000003,d,S08000020,Urological,,38,,34,
7313,7132,2012Q3,S92000003,d,S08000022,Breast,,56,,56,
7314,7133,2012Q3,S92000003,d,S08000022,Colorectal,,24,,23,
7315,7134,2012Q3,S92000003,d,S08000022,Head & Neck,,9,,9,
7316,7135,2012Q3,S92000003,d,S08000022,Lung,,34,,34,
7317,7136,2012Q3,S92000003,d,S08000022,Lymphoma,,10,,9,
7318,7137,2012Q3,S92000003,d,S08000022,Melanoma,,19,,19,
7319,7138,2012Q3,S92000003,d,S08000022,Ovarian,,4,,4,
7320,7139,2012Q3,S92000003,d,S08000022,Upper GI,,16,,13,
7321,7140,2012Q3,S92000003,d,S08000022,Urological,,20,,19,
7322,7141,2012Q3,S92000003,d,S08000024,Breast,,144,,144,
7323,7142,2012Q3,S92000003,d,S08000024,Cervical,,13,,10,
7324,7143,2012Q3,S92000003,d,S08000024,Colorectal,,98,,78,
7325,7144,2012Q3,S92000003,d,S08000024,Head & Neck,,26,,21,
7326,7145,2012Q3,S92000003,d,S08000024,Lung,,107,,95,
7327,7146,2012Q3,S92000003,d,S08000024,Lymphoma,,22,,21,
7328,7147,2012Q3,S92000003,d,S08000024,Melanoma,,19,,19,
7329,7148,2012Q3,S92000003,d,S08000024,Ovarian,,14,,14,
7330,7149,2012Q3,S92000003,d,S08000024,Upper GI,,52,,50,
7331,7150,2012Q3,S92000003,d,S08000024,Urological,,90,,75,
7332,7151,2012Q3,S92000003,d,S08000025,Breast,,2,,2,
7333,7152,2012Q3,S92000003,d,S08000025,Colorectal,,1,,1,
7334,7153,2012Q3,S92000003,d,S08000026,Breast,,5,,5,
7335,7154,2012Q3,S92000003,d,S08000026,Upper GI,,1,,1,
7336,7155,2012Q3,S92000003,d,S08000028,Colorectal,,4,,4,
7337,7156,2012Q3,S92000003,d,S08000028,Lung,,2,,2,
7338,7157,2012Q3,S92000003,d,S08000028,Urological,,2,,2,
7339,7158,2012Q3,S92000003,d,S08000029,Breast,,22,,22,
7340,7159,2012Q3,S92000003,d,S08000029,Cervical,,1,,1,
7341,7160,2012Q3,S92000003,d,S08000029,Colorectal,,33,,31,
7342,7161,2012Q3,S92000003,d,S08000029,Head & Neck,,1,,1,
7343,7162,2012Q3,S92000003,d,S08000029,Lung,,46,,44,
7344,7163,2012Q3,S92000003,d,S08000029,Lymphoma,,5,,5,
7345,7164,2012Q3,S92000003,d,S08000029,Melanoma,,4,,4,
7346,7165,2012Q3,S92000003,d,S08000029,Ovarian,,5,,5,
7347,7166,2012Q3,S92000003,d,S08000029,Upper GI,,23,,23,
7348,7167,2012Q3,S92000003,d,S08000029,Urological,,36,,35,
7349,7168,2012Q3,S92000003,d,S08000030,Breast,,45,,45,
7350,7169,2012Q3,S92000003,d,S08000030,Colorectal,,35,,33,
7351,7170,2012Q3,S92000003,d,S08000030,Head & Neck,,5,,5,
7352,7171,2012Q3,S92000003,d,S08000030,Lung,,45,,40,
7353,7172,2012Q3,S92000003,d,S08000030,Lymphoma,,3,,3,
7354,7173,2012Q3,S92000003,d,S08000030,Melanoma,,14,,13,
7355,7174,2012Q3,S92000003,d,S08000030,Ovarian,,7,,7,
7356,7175,2012Q3,S92000003,d,S08000030,Upper GI,,24,,24,
7357,7176,2012Q3,S92000003,d,S08000030,Urological,,32,,30,
7358,7177,2012Q3,S92000003,d,S08000031,Breast,,207,,206,
7359,7178,2012Q3,S92000003,d,S08000031,Cervical,,7,,7,
7360,7179,2012Q3,S92000003,d,S08000031,Colorectal,,117,,106,
7361,7180,2012Q3,S92000003,d,S08000031,Head & Neck,,51,,45,
7362,7181,2012Q3,S92000003,d,S08000031,Lung,,159,,153,
7363,7182,2012Q3,S92000003,d,S08000031,Lymphoma,,18,,18,
7364,7183,2012Q3,S92000003,d,S08000031,Melanoma,,32,,29,
7365,7184,2012Q3,S92000003,d,S08000031,Ovarian,,13,,13,
7366,7185,2012Q3,S92000003,d,S08000031,Upper GI,,94,,85,
7367,7186,2012Q3,S92000003,d,S08000031,Urological,,110,,100,
7368,7187,2012Q3,S92000003,d,S08000032,Breast,,45,,45,
7369,7188,2012Q3,S92000003,d,S08000032,Cervical,,4,,4,
7370,7189,2012Q3,S92000003,d,S08000032,Colorectal,,39,,39,
7371,7190,2012Q3,S92000003,d,S08000032,Head & Neck,,5,,5,
7372,7191,2012Q3,S92000003,d,S08000032,Lung,,30,,30,
7373,7192,2012Q3,S92000003,d,S08000032,Lymphoma,,8,,8,
7374,7193,2012Q3,S92000003,d,S08000032,Melanoma,,12,,11,
7375,7194,2012Q3,S92000003,d,S08000032,Ovarian,,5,,5,
7376,7195,2012Q3,S92000003,d,S08000032,Upper GI,,30,,30,
7377,7196,2012Q3,S92000003,d,S08000032,Urological,,29,,28,
7378,7197,2012Q3,S92000003,d,SB0801,Lung,,34,,28,
7379,7198,2012Q4,S92000003,d,S08000015,Breast,,70,,70,
7380,7199,2012Q4,S92000003,d,S08000015,Cervical,,1,,1,
7381,7200,2012Q4,S92000003,d,S08000015,Colorectal,,50,,45,
7382,7201,2012Q4,S92000003,d,S08000015,Head & Neck,,6,,6,
7383,7202,2012Q4,S92000003,d,S08000015,Lung,,40,,39,
7384,7203,2012Q4,S92000003,d,S08000015,Lymphoma,,4,,3,
7385,7204,2012Q4,S92000003,d,S08000015,Melanoma,,6,,6,
7386,7205,2012Q4,S92000003,d,S08000015,Ovarian,,2,,2,
7387,7206,2012Q4,S92000003,d,S08000015,Upper GI,,17,,17,
7388,7207,2012Q4,S92000003,d,S08000015,Urological,,24,,23,
7389,7208,2012Q4,S92000003,d,S08000016,Breast,,15,,15,
7390,7209,2012Q4,S92000003,d,S08000016,Cervical,,1,,1,
7391,7210,2012Q4,S92000003,d,S08000016,Colorectal,,7,,7,
7392,7211,2012Q4,S92000003,d,S08000016,Lung,,8,,8,
7393,7212,2012Q4,S92000003,d,S08000016,Lymphoma,,4,,4,
7394,7213,2012Q4,S92000003,d,S08000016,Melanoma,,5,,5,
7395,7214,2012Q4,S92000003,d,S08000016,Ovarian,,5,,5,
7396,7215,2012Q4,S92000003,d,S08000016,Upper GI,,8,,8,
7397,7216,2012Q4,S92000003,d,S08000016,Urological,,11,,11,
7398,7217,2012Q4,S92000003,d,S08000017,Breast,,17,,17,
7399,7218,2012Q4,S92000003,d,S08000017,Cervical,,1,,1,
7400,7219,2012Q4,S92000003,d,S08000017,Colorectal,,15,,14,
7401,7220,2012Q4,S92000003,d,S08000017,Head & Neck,,2,,2,
7402,7221,2012Q4,S92000003,d,S08000017,Lung,,10,,10,
7403,7222,2012Q4,S92000003,d,S08000017,Lymphoma,,2,,2,
7404,7223,2012Q4,S92000003,d,S08000017,Melanoma,,3,,3,
7405,7224,2012Q4,S92000003,d,S08000017,Ovarian,,1,,1,
7406,7225,2012Q4,S92000003,d,S08000017,Upper GI,,6,,6,
7407,7226,2012Q4,S92000003,d,S08000017,Urological,,14,,14,
7408,7227,2012Q4,S92000003,d,S08000019,Breast,,33,,33,
7409,7228,2012Q4,S92000003,d,S08000019,Colorectal,,32,,31,
7410,7229,2012Q4,S92000003,d,S08000019,Head & Neck,,3,,3,
7411,7230,2012Q4,S92000003,d,S08000019,Lung,,20,,20,
7412,7231,2012Q4,S92000003,d,S08000019,Lymphoma,,7,,7,
7413,7232,2012Q4,S92000003,d,S08000019,Melanoma,,8,,7,
7414,7233,2012Q4,S92000003,d,S08000019,Ovarian,,2,,2,
7415,7234,2012Q4,S92000003,d,S08000019,Upper GI,,19,,19,
7416,7235,2012Q4,S92000003,d,S08000019,Urological,,26,,25,
7417,7236,2012Q4,S92000003,d,S08000020,Breast,,87,,87,
7418,7237,2012Q4,S92000003,d,S08000020,Cervical,,5,,5,
7419,7238,2012Q4,S92000003,d,S08000020,Colorectal,,59,,55,
7420,7239,2012Q4,S92000003,d,S08000020,Head & Neck,,6,,5,
7421,7240,2012Q4,S92000003,d,S08000020,Lung,,54,,52,
7422,7241,2012Q4,S92000003,d,S08000020,Lymphoma,,12,,12,
7423,7242,2012Q4,S92000003,d,S08000020,Melanoma,,6,,5,
7424,7243,2012Q4,S92000003,d,S08000020,Ovarian,,7,,7,
7425,7244,2012Q4,S92000003,d,S08000020,Upper GI,,41,,41,
7426,7245,2012Q4,S92000003,d,S08000020,Urological,,41,,35,
7427,7246,2012Q4,S92000003,d,S08000022,Breast,,47,,47,
7428,13123,2020Q4,S08000016,,S08000024,Breast,,1,,1,
7429,7247,2012Q4,S92000003,d,S08000022,Colorectal,,33,,30,
7430,7248,2012Q4,S92000003,d,S08000022,Head & Neck,,9,,6,
7431,7249,2012Q4,S92000003,d,S08000022,Lung,,40,,36,
7432,7250,2012Q4,S92000003,d,S08000022,Lymphoma,,10,,10,
7433,8501,2015Q3,S92000003,d,S08000016,Urological,,4,,4,
7434,8502,2015Q3,S92000003,d,S08000017,Breast,,21,,21,
7435,8503,2015Q3,S92000003,d,S08000017,Cervical,,1,,1,
7436,8504,2015Q3,S92000003,d,S08000017,Colorectal,,13,,11,
7437,8505,2015Q3,S92000003,d,S08000017,Head & Neck,,1,,1,
7438,8506,2015Q3,S92000003,d,S08000017,Lung,,16,,16,
7439,8507,2015Q3,S92000003,d,S08000017,Lymphoma,,1,,1,
7440,8508,2015Q3,S92000003,d,S08000017,Melanoma,,2,,2,
7441,8509,2015Q3,S92000003,d,S08000017,Upper GI,,10,,10,
7442,8510,2015Q3,S92000003,d,S08000017,Urological,,16,,16,
7443,8511,2015Q3,S92000003,d,S08000019,Breast,,28,,28,
7444,8512,2015Q3,S92000003,d,S08000019,Colorectal,,22,,22,
7445,8513,2015Q3,S92000003,d,S08000019,Head & Neck,,1,,1,
7446,8514,2015Q3,S92000003,d,S08000019,Lung,,13,,13,
7447,8515,2015Q3,S92000003,d,S08000019,Lymphoma,,7,,7,
7448,8516,2015Q3,S92000003,d,S08000019,Melanoma,,7,,7,
7449,8517,2015Q3,S92000003,d,S08000019,Upper GI,,16,,16,
7450,8518,2015Q3,S92000003,d,S08000019,Urological,,46,,43,
7451,8519,2015Q3,S92000003,d,S08000020,Breast,,106,,99,
7452,8520,2015Q3,S92000003,d,S08000020,Cervical,,5,,3,
7453,8521,2015Q3,S92000003,d,S08000020,Colorectal,,51,,29,
7454,8522,2015Q3,S92000003,d,S08000020,Head & Neck,,14,,8,
7455,8523,2015Q3,S92000003,d,S08000020,Lung,,65,,59,
7456,8524,2015Q3,S92000003,d,S08000020,Lymphoma,,14,,11,
7457,8525,2015Q3,S92000003,d,S08000020,Melanoma,,7,,7,
7458,8526,2015Q3,S92000003,d,S08000020,Ovarian,,9,,9,
7459,8527,2015Q3,S92000003,d,S08000020,Upper GI,,37,,36,
7460,8528,2015Q3,S92000003,d,S08000020,Urological,,52,,45,
7461,8529,2015Q3,S92000003,d,S08000022,Breast,,62,,62,
7462,8530,2015Q3,S92000003,d,S08000022,Cervical,,2,,2,
7463,8531,2015Q3,S92000003,d,S08000022,Colorectal,,34,,27,
7464,8532,2015Q3,S92000003,d,S08000022,Head & Neck,,6,,5,
7465,8533,2015Q3,S92000003,d,S08000022,Lung,,31,,27,
7466,8534,2015Q3,S92000003,d,S08000022,Lymphoma,,6,,6,
7467,8535,2015Q3,S92000003,d,S08000022,Melanoma,,8,,7,
7468,8536,2015Q3,S92000003,d,S08000022,Ovarian,,3,,3,
7469,8537,2015Q3,S92000003,d,S08000022,Upper GI,,21,,21,
7470,8538,2015Q3,S92000003,d,S08000022,Urological,,26,,15,
7471,8539,2015Q3,S92000003,d,S08000024,Breast,,203,,203,
7472,8540,2015Q3,S92000003,d,S08000024,Cervical,,5,,5,
7473,7251,2012Q4,S92000003,d,S08000022,Melanoma,,11,,11,
7474,7252,2012Q4,S92000003,d,S08000022,Ovarian,,3,,3,
7475,7253,2012Q4,S92000003,d,S08000022,Upper GI,,14,,14,
7476,7254,2012Q4,S92000003,d,S08000022,Urological,,16,,14,
7477,7255,2012Q4,S92000003,d,S08000024,Breast,,170,,170,
7478,7256,2012Q4,S92000003,d,S08000024,Cervical,,4,,4,
7479,7257,2012Q4,S92000003,d,S08000024,Colorectal,,112,,104,
7480,7258,2012Q4,S92000003,d,S08000024,Head & Neck,,18,,18,
7481,7259,2012Q4,S92000003,d,S08000024,Lung,,106,,98,
7482,7260,2012Q4,S92000003,d,S08000024,Lymphoma,,17,,16,
7483,7261,2012Q4,S92000003,d,S08000024,Melanoma,,22,,22,
7484,7262,2012Q4,S92000003,d,S08000024,Ovarian,,11,,11,
7485,7263,2012Q4,S92000003,d,S08000024,Upper GI,,77,,76,
7486,7264,2012Q4,S92000003,d,S08000024,Urological,,76,,67,
7487,7265,2012Q4,S92000003,d,S08000025,Breast,,2,,2,
7488,7266,2012Q4,S92000003,d,S08000025,Colorectal,,1,,1,
7489,7267,2012Q4,S92000003,d,S08000025,Melanoma,,1,,1,
7490,7268,2012Q4,S92000003,d,S08000026,Colorectal,,7,,7,
7491,7269,2012Q4,S92000003,d,S08000026,Melanoma,,1,,1,
7492,7270,2012Q4,S92000003,d,S08000026,Upper GI,,1,,1,
7493,7271,2012Q4,S92000003,d,S08000026,Urological,,2,,2,
7494,7272,2012Q4,S92000003,d,S08000028,Colorectal,,1,,1,
7495,7273,2012Q4,S92000003,d,S08000028,Lung,,2,,2,
7496,7274,2012Q4,S92000003,d,S08000028,Melanoma,,2,,2,
7497,7275,2012Q4,S92000003,d,S08000028,Upper GI,,1,,1,
7498,7276,2012Q4,S92000003,d,S08000029,Breast,,27,,27,
7499,7277,2012Q4,S92000003,d,S08000029,Cervical,,3,,3,
7500,7278,2012Q4,S92000003,d,S08000029,Colorectal,,32,,32,
7501,7279,2012Q4,S92000003,d,S08000029,Lung,,26,,26,
7502,7280,2012Q4,S92000003,d,S08000029,Lymphoma,,5,,4,
7503,7281,2012Q4,S92000003,d,S08000029,Melanoma,,3,,3,
7504,7282,2012Q4,S92000003,d,S08000029,Ovarian,,8,,7,
7505,7283,2012Q4,S92000003,d,S08000029,Upper GI,,11,,11,
7506,7284,2012Q4,S92000003,d,S08000029,Urological,,31,,31,
7507,7285,2012Q4,S92000003,d,S08000030,Breast,,62,,61,
7508,7286,2012Q4,S92000003,d,S08000030,Cervical,,4,,4,
7509,7287,2012Q4,S92000003,d,S08000030,Colorectal,,30,,28,
7510,7288,2012Q4,S92000003,d,S08000030,Head & Neck,,6,,5,
7511,7289,2012Q4,S92000003,d,S08000030,Lung,,41,,38,
7512,7290,2012Q4,S92000003,d,S08000030,Melanoma,,6,,6,
7513,7291,2012Q4,S92000003,d,S08000030,Ovarian,,6,,6,
7514,7292,2012Q4,S92000003,d,S08000030,Upper GI,,16,,16,
7515,7293,2012Q4,S92000003,d,S08000030,Urological,,31,,29,
7516,7294,2012Q4,S92000003,d,S08000031,Breast,,264,,263,
7517,7295,2012Q4,S92000003,d,S08000031,Cervical,,11,,10,
7518,7296,2012Q4,S92000003,d,S08000031,Colorectal,,111,,105,
7519,7297,2012Q4,S92000003,d,S08000031,Head & Neck,,56,,53,
7520,7298,2012Q4,S92000003,d,S08000031,Lung,,187,,175,
7521,7299,2012Q4,S92000003,d,S08000031,Lymphoma,,17,,16,
7522,7300,2012Q4,S92000003,d,S08000031,Melanoma,,20,,20,
7523,7301,2012Q4,S92000003,d,S08000031,Ovarian,,17,,17,
7524,7302,2012Q4,S92000003,d,S08000031,Upper GI,,100,,90,
7525,7303,2012Q4,S92000003,d,S08000031,Urological,,100,,89,
7526,7304,2012Q4,S92000003,d,S08000032,Breast,,65,,65,
7527,7305,2012Q4,S92000003,d,S08000032,Cervical,,4,,4,
7528,7306,2012Q4,S92000003,d,S08000032,Colorectal,,40,,38,
7529,7307,2012Q4,S92000003,d,S08000032,Head & Neck,,5,,5,
7530,7308,2012Q4,S92000003,d,S08000032,Lung,,33,,33,
7531,7309,2012Q4,S92000003,d,S08000032,Lymphoma,,10,,10,
7532,7310,2012Q4,S92000003,d,S08000032,Melanoma,,10,,8,
